Title,Category,Bid Count,Highest Bid Amount(€),Description,URL
Draadloze in-ear oortjes met oplaadcase,Elektronica,0,0,"In volle concentratie studeren? Deze witte in ear-oordopjes zijn dan echt iets voor jou. Je luistert er maar liefst 4 uur draadloos muziek mee; ideaal als je moet leren voor dat ene tentamen. Na gebruik berg je ze op in de oplaadcase, zodat ze kunnen opladen voor de volgende sessie. Bied mee en win!",https://www.vakantieveilingen.be/veilingen/producten/elektronica/draadloze-in-ear-oordopjes/10579
Hyundai elektrische schroevendraaier (47-delige set),Klussen,0,0,"Ha klusser! Ga jij nog altijd te werk met een handschroevendraaier? Dat kan best tijdrovend en vermoeiend zijn. Bied daarom mee op deze elektrische schroevendraaier van Hyundai en draai snel en eenvoudig schroeven vast en los. Je krijgt er een goedgevulde opbergkoffer met bits, doppen en boren bij.",https://www.vakantieveilingen.be/veilingen/producten/klussen/hyundai-elektrische-schroevendraaier/42632
Droomrit: rijden in een Ferrari California,Auto en motorsport,1,1,Kruip achter het stuur van de supersnelle Ferrari California. Onder begeleiding rijd je in de Italiaanse rasbolide op de openbare weg. Voel de sensatie van het scheuren in deze krachtpatser van een auto en geniet van de jaloerse blikken op de weg. Vrrrrroem... Ervaren = meebieden.,https://www.vakantieveilingen.be/veilingen/uitstapjes/auto-en-motorsport/experience-events-ferrari/18605
12 kruidenpotten incl. standaard van Berlinger Haus,Koken en tafelen,3,3,"Om écht lekkere gerechten op tafel te zetten heb je de juiste specerijen nodig, nietwaar? Bewaar je kurkuma, rozemarijn, dille en dragon overzichtelijk in deze handige opbergpotten van Berlinger Haus. Dankzij de standaard heb je alles bij de hand op je aanrecht. Mmm... Bied mee en win met korting.",https://www.vakantieveilingen.be/veilingen/producten/koken-en-tafelen/12-kruidenpotten-met-standaard-berlinger-haus/45208
9-delige messenset van Berlinger Haus met magneetstrip en geschenktas,Koken en tafelen,2,2,Deze complete messenset bestaat uit alle messen die een (hobby)kok maar nodig heeft. De messen vallen op door de zwarte kleur met roségoudkleurige details. Handig: als je klaar bent met het snijwerk hang je alles op aan de meegeleverde magneetstrip. Wat staat er vanavond op het menu? Bied nu mee!,https://www.vakantieveilingen.be/veilingen/producten/koken-en-tafelen/complete-messenset-inclusief-luxe-geschenktas/384
TerraZoo Familieticket voor 3 personen (DE),Dierentuinen,2,2,"Een dagje weg met je gezin? Kom naar TerraZoo in Duitsland! Ontdek de wereld van slangen, hagedissen, spinnen en amfibieën. Met een rondleiding kom je nog dichter bij de dieren en zie je de verzorgers aan het werk. Je komt zo'n 400 dieren tegen van wel 100 verschillende soorten. Bied mee en win.",https://www.vakantieveilingen.be/veilingen/pretpark-en-zoo/dierentuinen/terrazoo-rheinberg-duitsland/49404
Der Grüne Zoo voor 2 personen (DE),Dierentuinen en pretparken,2,2,"Heb jij de grote dierentuinen in Nederland wel gezien? Kom dan naar Der Grüne Zoo in Wuppertal, vlak over de grens. Je kijkt je ogen uit: slingerende orang-oetans, waggelende pinguïns, Siberische tijgers en nog véél meer. Deze groene dierentuin is absoluut een bezoek waard. Win tickets met korting.",https://www.vakantieveilingen.be/veilingen/uitstapjes/dierentuinen-en-pretparken/der-grune-zoo-wuppertal-ticket-2-personen/49633
Dekbedovertrek 'Dream' van Sleep Sense (240 x 220 cm),Slapen,1,1,"Wat inspiratie voor het slapen gaan? Daarvoor hoef je niet ver te zoeken. Je vindt het namelijk óp je dekbedovertrek. De Engelse tekst en rustige kleuren combineren tot een stijlvol geheel. Plaats jij het hoogste bod, dan ligt dit zachte dekbedovertrek binnenkort in jouw slaapkamer.",https://www.vakantieveilingen.be/veilingen/producten/slapen/dekbedovertrek-polykatoen-240-x-220-dream/44135
Blender met drinkbeker van Berlinger Haus,Koken en tafelen,1,1,"Soep, sap of smoothie: deze compacte blender tovert groenten en fruit supersnel om tot een vitaminebom. Mix met 1 druk op de knop en giet vervolgens je creatie in de drinkbeker. De gewenste deksel erop en je bent klaar om te gaan. Ook blenden? Bieden maar.",https://www.vakantieveilingen.be/veilingen/producten/koken-en-tafelen/blender-met-drinkbeker-bh-9506/45471
"Waterborstel uitschuifbaar van Shine (1,5 m)",Tuingereedschap,2,2,"De ramen zemen, je caravan wassen of de tuintegels schrobben. Met deze uitschuifbare waterborstel is dat zo gepiept. Je sluit de borstel aan op de tuinslang, kiest het juiste mondstuk uit én je kunt aan de poets. De bezem heeft stevige haren en er komen 16 krachtige waterstralen uit. Bieden? Bieden.",https://www.vakantieveilingen.be/veilingen/producten/tuingereedschap/waterborstel-telescopisch-22c56-22150-shine/42628
6 blauwe handdoeken van hotelkwaliteit (50 x 100 cm),Wonen,3,5,Op zoek naar fijne en stijlvolle badhanddoeken? Met deze exemplaren maak je van afdrogen een feestje. Je droogt je er snel en comfortabel mee af én ze staan chique in je badkamer. De handdoeken zijn gemaakt van 100% katoen en hebben een handige ophanglus. Bied nu mee en win 6 stuks.,https://www.vakantieveilingen.be/veilingen/producten/wonen/6-badhanddoeken-droog-blauw/9183
Afdruiprek van Berlinger Haus (zwart / roségoud),Koken en tafelen,7,7,"Dit zwart met roségouden afdruiprek van Berlinger Haus maakt afwassen weer leuk! Je hebt hiermee genoeg ruimte voor je borden, kopjes en bestek. Dit wordt hoe dan ook de nieuwste aanwinst voor je keuken. Plaats dus heel snel het hoogste bod en win.",https://www.vakantieveilingen.be/veilingen/producten/koken-en-tafelen/afdruiprek-bh6774/10455?l=78720077&p=159781
Droomrit: rijden in een Audi R8,Auto en motorsport,1,1,"Tijdens deze Audi R8 Experience ben jij een echte snelheidsduivel. Kruip achter het stuur en trap het gaspedaal maar eens flink in. Hoor je de motor brullen? Wat een power! Na een uitleg luistert deze snelle wagen 15 minuten lang naar jouw commando’s. Bied, win en racen maar.",https://www.vakantieveilingen.be/veilingen/uitstapjes/auto-en-motorsport/audi-r8-experience/13820?l=78708327&p=164303
Torenventilator met 3 snelheden + afstandsbediening 45 W,Elektronica,2,2,"De wind van voren krijgen? Dat gaat zeker gebeuren met deze torenventilator. De ventilator heeft 3 standen die zorgen voor een heerlijke bries in huis. Ideaal om ongestoord te werken, ontspannen op de bank te ploffen of rustig te slapen tijdens warme dagen. Bied mee en blaas hoog van de toren.",https://www.vakantieveilingen.be/veilingen/producten/elektronica/torenventilator-met-afstandsbediening/38378
Set van 10 antraciete keuken handdoeken,Koken en tafelen,5,5,"Hebben jullie thuis vaak discussies over wie er afdroogt? Met deze handdoeken is dat verleden tijd. Want zeg nou zelf: iedereen wil toch aan de slag met deze vrolijkerds! De doeken hebben een geblokt patroon en zijn antraciet van kleur. Je ontvangt maar liefst 10 stuks, dus je kunt even voort.",https://www.vakantieveilingen.be/veilingen/producten/koken-en-tafelen/theedoeken-antraciet-10-stuks-geblokt/16516
XXL schoenenrek voor ca. 30 paar schoenen,Wonen,4,5,Heb jij zoveel schoenen dat ze niet meer in de kast passen? In dit ruimtebesparende schoenenrek kun je maar liefst 30 paar schoenen kwijt. Zo is je gang weer goed georganiseerd. Een musthave voor iedereen die van schoenen houdt! Bied nu mee en sleep 'm binnen.,https://www.vakantieveilingen.be/veilingen/producten/wonen/schoenenrek-lifegoods/13474
Calvin Klein armband met steentjes (maat XS),Juwelen,1,1,Een subtiele maar stijlvolle armband die je dagelijks kunt dragen; zoek jij zoiets? Bied dan mee op deze blikvanger van het luxe merk Calvin Klein. Het sieraad is gemaakt van stevig staal en staat leuk bij elke outfit. Ook ideaal om cadeau te geven aan een bijzonder persoon... Bied mee en win!,https://www.vakantieveilingen.be/veilingen/producten/juwelen/armband-glinsterende-steentjes-zilver-calvin-klein/45740
Stoomstrijkijzer van Hyundai Electronics,Huishouden,3,15,"Strijken is een feestje gewapend met dit praktische strijkijzer. Met een snoer van 1,9 meter heb je alle ruimte om je kleding te besproeien, bestomen en bestrijken tot een glad geheel. Dit model van Hyundai Electronics is bovendien zelfreinigend en beveiligd tegen oververhitting. Bied snel mee!",https://www.vakantieveilingen.be/veilingen/producten/huishouden/stoomstrijkijzer-2200-w-hyundai-electronics/24148
Polykatoen dekbedovertrek Sleep Sense (240 x 220 cm),Slapen,2,6,Dit dekbedovertrek heeft een chique uitstraling dankzij de bloemen en prachtige paradijsvogel. Het overtrek is gemaakt van polykatoen en ademt goed. Kijk je er naar uit om eronder te kruipen? Waar wacht je nog op! Bied nu mee en win. Slaaplekker.,https://www.vakantieveilingen.be/veilingen/producten/slapen/dekbedovertrek-240-x-220-blue-bird/44132
Roze ledringlamp met statief van Avanca,Elektronica,6,7,"Het geheim achter de meest perfecte beelden op Instagram of TikTok? Juist, goede belichting. Met deze ledringlamp van Avanca maak je de mooiste selfies én video's. De lamp heeft 3 verschillende standen. Aan de slag! Wel eerst nog even meebieden en winnen die ledringlamp...",https://www.vakantieveilingen.be/veilingen/producten/elektronica/ledringlamp-avanca-roze/18316
Pakket met 12 babykaasjes van Henri Willig,Kaas,19,28,"Hou je van kaas, maar heb je moeite met kiezen? In dit pakket zit een mix van 12 heerlijke koekaasjes met verschillende smaken van Henri Willig. Je kunt de kazen voor jezelf houden, maar je kunt er natuurlijk ook een aantal cadeau doen aan een echte kaasliefhebber. Bied mee, win en geniet.",https://www.vakantieveilingen.be/veilingen/eten-en-drinken/kaas/12-babykaasjes-henri-willig/17299
Broodrooster van Berlinger Haus (BH-9457),Koken en tafelen,1,1,"Eet jij 's ochtends nog steeds het liefst een geroosterd broodje? Begrijpelijk, want dat is ook echt om te smullen. Dit chique broodrooster van Berlinger Haus beschikt over maar liefst 6 verschillende bruiningsstanden, dus het apparaat heeft voor ieder wat wils. Bied nu mee en win 'm. Eet smakelijk!",https://www.vakantieveilingen.be/veilingen/producten/koken-en-tafelen/broodrooster-berlinger-haus-bh9457/36064
Draadloze koptelefoon van Dutch Originals,Elektronica,1,1,"Of je nu veel muziek, luisterboeken of podcasts luistert; een goede koptelefoon moet je hebben. Dit draadloze exemplaar van Dutch Originals is uitgerust met een geïntegreerde microfoon en verbind je eenvoudig via bluetooth. Lekker luisteren dus! Bied mee en win je favoriete kleur.",https://www.vakantieveilingen.be/veilingen/producten/elektronica/koptelefoon-dutch-originals-blauw-creme-of-zwart/62677
Glazen waterkoker van Berlinger Haus (roségoud),Koken en tafelen,0,0,"Ben je ook zo'n fan van thee? Dan is deze waterkoker van Berlinger Haus helemaal jouw ding. Je kunt er tot wel 1,7 liter water per keer mee koken. Dat zijn veel kopjes thee! Als klap op de vuurpijl ziet het apparaat er ook nog stijlvol uit.",https://www.vakantieveilingen.be/veilingen/producten/koken-en-tafelen/waterkoker-berlinger-haus-rosegoud/4969
"Bierkaaswiel (4,5 kg) - Henri Willig",Kaas,17,23,"Bied mee en win maar liefst 4,5 kg aan Goudse kaas met biersmaak. Als je de frisse smaak van een pintje koestert, zul je deze unieke kaas ook zeker waarderen. De kaas combineeert de mildere bitterheid van bier met een romigheid van Goudse kaas. Kortom: dé ultieme smaaksensatie. Winnen dus!",https://www.vakantieveilingen.be/veilingen/eten-en-drinken/kaas/bierkaaswiel-henri-willig-kaas/48248
Pannenkoekenpan van Berlinger Haus (roségoud),Koken en tafelen,2,2,"Pannenkoeken worden het mooist wanneer je ze maakt in een pan die daar speciaal voor bedoeld is. Deze pan is laag, waardoor je de pannenkoek makkelijk kunt omdraaien. Hierdoor blijft hij mooi. Heb je al trek gekregen?",https://www.vakantieveilingen.be/veilingen/producten/koken-en-tafelen/pannenkoekpan-rose/423
Verstelbare laptopstandaard (zwart of zilver),Elektronica,3,6,Voorkom nek- en schouderklachten met deze laptopstandaard van Black Series. Dit model is in hoogte verstelbaar en 360° draaibaar. Zo kun je 'm precies afstellen op jouw houding. Ervaar het verschil in comfort en productiviteit met deze laptopstandaard. Bied mee en win met korting. Werk ze!,https://www.vakantieveilingen.be/veilingen/producten/elektronica/laptopstandaard-black-series-zwart-of-zilver/62548
Powerbank voor 3 apparaten tegelijkertijd (zwart of wit),Elektronica,3,12,"Iedereen heeft er wel ervaring mee: ben je net lekker een dagje van huis, is de batterij van je telefoon leeg... Gelukkig kun je dit probleem direct oplossen dankzij deze krachtige powerbank van Techbird. Zo laadt ie onderweg tot wel 3 apparaten tegelijkertijd op. Jeej! Bied mee en win met korting.",https://www.vakantieveilingen.be/veilingen/producten/elektronica/powerbank-techbird-wit-of-zwart/62663
Dunya Hammam in Rotterdam (2 p.),Hammam,0,0,Even helemaal tot rust komen doe je bij Dunya Hammam. Na een heerlijk maskertje en een drankje dompel je je onder in het eucalyptus-stoombad. In het traditionele oosterse badhuis is het op-en-top ontspannen. Hoe klinkt dat?,https://www.vakantieveilingen.be/veilingen/wellness/hammam/hammam-rotterdam/2211
All season-dekbed van Donsulette (200 x 200 cm),Slapen,3,3,Onder dit dekbed vertrek jij elke nacht rustig naar dromenland. Je kunt 'm het hele jaar door gebruiken; of het nu hartje zomer of winter is. Nu alleen nog een leuk overtrek eromheen en je bent klaar. Bied je mee?,https://www.vakantieveilingen.be/veilingen/producten/slapen/all-season-dekbed-donsulette-200-x-200-cm/18483
Flip wokpan van Berlinger Haus (roségoud),Koken en tafelen,4,4,"Kook jij graag? Dan is deze flipwok een echte toevoeging in jouw keuken. Zet het vuur hoog, bak al je ingrediënten in de pan en 'flip' alles een paar keer om. Hiermee maak je de lekkerste gerechten klaar voor je vrienden, gezin of liefde. Bied mee en kokkerellen maar!",https://www.vakantieveilingen.be/veilingen/producten/koken-en-tafelen/berlinger-haus-wok-en-pastapan/359
Sun classic vaatwastabletten (100 stuks),Boodschappen,1,1,"Zorg voor een stralende vaat met de classic vaatwastabletten van Sun. Je bespaart ook nog eens tijd, want voorspoelen is niet meer nodig. Met maar liefst 100 stuks kun je voorlopig vooruit. De tabletten zijn milieuvriendelijk en bestaan voor 70% uit ingrediënten van natuurlijke oorsprong. Bied mee!",https://www.vakantieveilingen.be/veilingen/producten/boodschappen/sun-vaatwastabletten-100-stuks-frisse-geur/44713
Dolfinarium Harderwijk tickets (2 p.),Dierentuinen,0,0,"Beleef een spetterend dagje uit bij Dolfinarium in Harderwijk. Bekijk de leerzame voorstelling Oceanica en ontmoet dolfijnen, walrussen en zeeleeuwen van héél dichtbij. Bied mee en win!",https://www.vakantieveilingen.be/veilingen/pretpark-en-zoo/dierentuinen/dolfinarium-2024-harderwijk/20661
"Elektrische citruspers van Berlinger Haus (0,7 L)",Koken en tafelen,0,0,"Sinaasappels, citroenen, en mandarijnen; met deze elektrische citruspers tover je in een mum van tijd fruit om in een verfrissend drankje. Goed voor een gezonde dosis vitaminen! Door het compacte formaat past de citruspers in iedere keuken. Bied nu snel mee, want het zou zuur zijn als je deze mist!",https://www.vakantieveilingen.be/veilingen/producten/koken-en-tafelen/elektrische-citruspers-berlinger-haus/43171
Bellenblaasmachine met extra veel bubbels,Speelgoed en hobby,0,0,Staat er een feestje voor de deur? Maak de partij extra speciaal met deze bellenblaasmachine. De bubbelmachine blaast tot wel 20.000 bellen per minuut en kun je dankzij het handvat makkelijk meenemen. Nog een goede afspeellijst en feestelijke verlichting erbij en het feest kan beginnen. Bied mee!,https://www.vakantieveilingen.be/veilingen/producten/speelgoed-en-hobby/bellenblaasmachine-draagbaar-model/43445
Prullenbak van Berlinger Haus (7 L),Koken en tafelen,0,0,"Heb je ook altijd last van rondzwervend snijafval tijdens het koken? Met deze handige prullenbak, die je eenvoudig aan een keukendeurtje hangt, is dat verleden tijd. Dit compacte prullenbakje is perfect voor in de keuken, maar ook voor in de badkamer of op kantoor. Bied mee en win!",https://www.vakantieveilingen.be/veilingen/producten/koken-en-tafelen/prullenbak-ophangbaar-berlinger-haus-7l/48642
101-delige schroevendraaierset met koffer Green Series,Klussen,1,1,"Met deze 101-delige schroevendraaierset heb je alles wat je nodig hebt in 1 koffer. Of je nu een doorgewinterde klusser bent of af en toe wat reparaties rondom je huis doet, deze set maakt klussen voor iedere doe-het-zelf-liefhebber een stuk leuker én eenvoudiger. Bied nu mee en win!",https://www.vakantieveilingen.be/veilingen/producten/klussen/schroevendraaierset-101-delig-green-series/44409
Droomrit: rijden in een Mercedes AMG GT,Actieve uitstapjes,5,11,Altijd al gedroomd om achter het stuur te kruipen van een een supersnelle auto? Nu kan het met deze Mercedes AMG GT! Na een uitleg trap jij eens goed het gaspedaal in van deze luxe wagen. Ben jij klaar voor de jaloerse blikken op de weg? Bied dan als de bliksem mee op de veiling.,https://www.vakantieveilingen.be/veilingen/uitstapjes/actieve-uitstapjes/experience-events-mercedes-amg-gt/13822
Panter dekbedovertrek van Sleep Sense (240 x 220 cm),Slapen,2,2,"Elegantie met een spannend randje, zo zou je dit dekbedovertrek kunnen omschrijven. De rustige strepen gecombineerd met panterprint maken het een stijlvol én speels exemplaar. Daarbij is het materiaal heerlijk zacht. Zo kun jij heerlijk wegdromen en genieten van een goede nachtrust. Bied je mee?",https://www.vakantieveilingen.be/veilingen/producten/slapen/dekbedovertrek-polykatoen-240-x-220-panter-strepen/44139
Draadloze trimmer met digitaal display incl. opzetstukken van Hyundai,Persoonlijke verzorging,3,3,"Til je scheerbeurten naar een hoger niveau met deze schitterende trimmer. Het stijlvolle apparaat is goud met zwart van kleur en uitgerust met een krachtige batterij. Ook niet geheel onbelangrijk: na gebruik maak je 'm snel en eenvoudig weer schoon. Dus: meebieden, winnen en scheren maar!",https://www.vakantieveilingen.be/veilingen/producten/persoonlijke-verzorging/trimmer-hyundai-draadloos/48943
Elektrische heggenschaar van Green Series (500 W),Tuingereedschap,2,3,"Kan jouw achtertuin wel een beetje liefde gebruiken? Pak deze elektrische heggenschaar erbij en jouw heggen, struiken en ander groen zijn weer helemaal strak. De schaar heeft een dubbele handgreep voor optimale controle en zaagt takken tot wel 16 mm dikte door. Win met korting en snoeien maar!",https://www.vakantieveilingen.be/veilingen/producten/tuingereedschap/elektrische-heggenschaar-500-w-green-series/51268
Elektrische messenslijper van Berlinger Haus,Koken en tafelen,1,1,De dagen van botte messen die je culinaire creativiteit belemmeren zijn verleden tijd met deze elektrische messenslijper van Berlinger Haus. Met 1 druk op de knop transformeert dit handige apparaat je messen van dof naar ongeëvenaard scherp. Plaats het hoogste bod en bied mee!,https://www.vakantieveilingen.be/veilingen/producten/koken-en-tafelen/messenslijper-berlinger-haus-bh-9502/45209
LED Make-up spiegel met ingebouwde speaker van MOSS,Persoonlijke verzorging,1,1,"Je dagelijkse make-up routine wordt 1 groot feest met deze spiegel. Tijdens het tutten speel je namelijk je favoriete nummers af via de ingebouwde bluetooth-speaker. Hoe cool is dat? Daarnaast bedien je zelf de lichtkleur met de slimme touch-sensor. Hebben, hebben, hebben.",https://www.vakantieveilingen.be/veilingen/producten/persoonlijke-verzorging/make-up-spiegel-met-speaker/45241
Rijvers Festival in Lievegem - dag naar keuze (2 p.),Shows en concerten,5,31,"5 podia en meer dan 100 artiesten. Kom deze zomer feesten op Rijvers Festival met o.a. Joost, Jaap Reesema en Pommelien Thijs. Ook voor de kleintjes is dit een fantastische dag uit, want zij zien de meiden van K3 én Mega Mindy in het echt. Bied nu mee en win je tickets met korting. Op naar België!",https://www.vakantieveilingen.be/veilingen/uitstapjes/shows-en-concerten/rijvers-festival-lievegem-tickets/62280
Draadloze lamp met bewegingssensor 21 cm (2 stuks),Elektronica,1,1,"Of je nu ‘s nachts je kledingkast opent, in het donker door de gang loopt of een licht nodig hebt in je auto: deze lamp past zich aan op jouw behoeften en niet andersom. De verlichting schakelt automatisch in zodra er beweging wordt gedetecteerd binnen een straal van 3 meter. Ideaal! Bied nu mee.",https://www.vakantieveilingen.be/veilingen/producten/elektronica/multifunctionele-lamp-op-accu-flinq/49218
Glazen vershoudbakjes met deksel van Quid (set van 5),Koken en tafelen,4,8,Ben je altijd bang dat bakjes gaan lekken in je tas? Met deze glazen opbergbakjes van Quid is dat verleden tijd. Ze zijn geschikt om voedsel én vloeistoffen in te bewaren. Het klepje op de deksel zorgt voor luchtdicht transport en dankzij het klepje kunnen ze ook met gemak de magnetron in. Bied mee!,https://www.vakantieveilingen.be/veilingen/producten/koken-en-tafelen/vershoudbakjes-quid/45273
Teken- en verfset in houten koffer (123-delig),Speelgoed en hobby,3,3,"Heb jij een kleine kunstenaar in huis? Scoor deze teken- en verfset dan vandaag nog met korting en ga voor een glimlach van oor tot oor. De houten koffer is gevuld met verschillende soorten verf, wasco, markers, potloden én meer. Bied mee en maak maar alvast ruimte voor al die kunstwerken!",https://www.vakantieveilingen.be/veilingen/producten/speelgoed-en-hobby/knutselset-houten-koffer/33430
Draadloze in-ear oortjes met oplaadcase (zwart),Elektronica,0,0,"Eeuwig in gevecht met de draden van je oortjes? Met deze draadloze variant is dat verleden tijd. Luister 4 uur draadloos naar muziek, pleeg een telefoontje en berg ze daarna op in de oplaadcase. Handig!",https://www.vakantieveilingen.be/veilingen/producten/elektronica/draadloze-in-ear-oordopjes-zwart/10580
Zwaluwhoeve: dagentree voor 2 personen (NL),Sauna en wellness,14,30,"Je vliegt van je werk naar de sportschool en van de kinderopvang naar de supermarkt. Jij kunt wel wat ontspanning gebruiken... Bij Zwaluwhoeve droom je weg in heerlijke sauna's, baden en whirlpools en neem je écht even tijd voor jezelf. En dat verdien je. Bied mee voor een wellnessdag voor 2.",https://www.vakantieveilingen.be/veilingen/wellness/sauna-en-wellness/zwaluwhoeve-sauna/32874
Pretpark Freizeit-Land Geiselwind in Beieren (DE) voor 2 personen,Dierentuinen en pretparken,3,4,"In de Duitse deelstaat Beieren staat je een dag vol actie en plezier te wachten. Freizeit-Land Geiselwind biedt maar liefst 120 attracties verdeeld over 5 themawerelden, wervelende shows én een wildpark. Kom vroeg, want er is hier zóveel te doen. Pluspunt: je tickets zijn 3 jaar geldig. Bied en win!",https://www.vakantieveilingen.be/veilingen/uitstapjes/dierentuinen-en-pretparken/freizeitland-geiselwind-beieren-duitsland/62238
Oogschaduwpalette met 80 kleuren + 20-delige kwastenset,Persoonlijke verzorging,1,1,"Til je make-up naar een hoger niveau met deze oogschaduwpalette en 20 kwasten. Maak een mooie kleurencombinatie met de 80(!) verschillende tinten, breng ze aan op je ooglid en blend ze als een professionele visagist. Bied mee en laat je ogen nóg beter uitkomen.",https://www.vakantieveilingen.be/veilingen/producten/persoonlijke-verzorging/oogschaduw-palette-met-kwasten-evvie/44239
Keukenklok met bestek van Berlinger Haus,Koken en tafelen,4,8,"Heb je ooit zo'n bijzondere en unieke klok als dit exemplaar van Berlinger Haus gezien? Precies, dat dachten wij ook niet. Het bestek in het ontwerp maakt het dé ideale decoratie voor in je keuken. Wel nog even de perfecte plek bedenken natuurlijk... Maar sowieso meebieden op deze blikvanger!",https://www.vakantieveilingen.be/veilingen/producten/koken-en-tafelen/keukenklok-berlinger-haus/44275
6-delige messenset van Berlinger Haus,Koken en tafelen,4,6,"Met deze messen snijd je alles heel gemakkelijk, van flinterdunne plakken tot perfecte blokjes en grove stukken. De messen hebben een anti-kleeflaag en zachte handvatten. En ze zijn vlijmscherp!  Bied mee op de veiling, win en aan de slag ermee.",https://www.vakantieveilingen.be/veilingen/producten/koken-en-tafelen/berlinger-haus-messenset-zwart/19515
Militaire zaklamp met reiskoffer en batterijen Hyundai,Klussen,4,12,"Deze militaire zaklamp van Hyundai is door het lage gewicht, weersbestendigheid en diversiteit aan standen ideaal voor elke mogelijke situatie. Tijdens een late wandeling door het bos of de duinen blijft het pad overzichtelijk door de brede lichtbundel. Wil je 'm winnen? Bied nu mee!",https://www.vakantieveilingen.be/veilingen/producten/klussen/hyundai-oplaadbare-zaklamp-met-usb-reiskoffer/3991
Acculader voor auto en motor (12 V),Auto en fiets,3,3,"Met deze acculader kun je verschillende voertuigen voorzien van stroom, zoals je auto, motor en grasmaaier. In maar liefst 3 stappen begin je met opladen en het systeem kiest automatisch de juiste stand. Dankzij de meervoudige beveiliging kun je de acculader zonder zorgen gebruiken. Bied je mee?",https://www.vakantieveilingen.be/veilingen/producten/auto-en-fiets/acculader-voor-auto-en-motor-met-startkabels/45779
Thermosfles met led-display van Berlinger Haus (450 ml),Koken en tafelen,2,2,In stijl je drankje opdrinken? Deze thermosfles met ingebouwde digitale themometer zorgt ervoor dat je warme drankje tot wel minimaal 12 uur warm blijft. Op de led-display in de dop zie je precies wat de temperatuur van de inhoud is. Wacht niet langer en start met bieden!,https://www.vakantieveilingen.be/veilingen/producten/koken-en-tafelen/thermosfles-smart-bh7957-zwart-rosegoud/45918
Snellader van FlinQ (2 stuks),Elektronica,2,2,Batterij bijna leeg? Met de snellader van FlinQ wordt jouw apparaat in een mum van tijd voorzien van stroom. Het model laadt tot 4 keer sneller op én je kunt er 2 apparaten tegelijk aan koppelen. Ondertussen berekent ie welk de meeste stroom nodig heeft. Bied nu mee en win 2 stuks!,https://www.vakantieveilingen.be/veilingen/producten/elektronica/snellader-flinq-2-usb-poorten/35207
Safaripark Beekse Bergen tickets voor 2 personen (NL),Dierentuinen,8,30,"Volg je instinct en prikkel al je zintuigen. Zie, hoor, voel en proef de safari. Spot de Big Five en bewonder de uitgestrekte vlaktes te voet, met je eigen auto, met de safaribus of per boot. Bied nu mee en win jouw tickets voor Safaripark Beekse Bergen met korting.",https://www.vakantieveilingen.be/veilingen/pretpark-en-zoo/dierentuinen/safaripark-beekse-bergen-hilvarenbeek/36041
Hoofdkussen van memory foam-vlokken (3D-ventilatieband),Slapen,3,5,"Slaap je op een goed hoofdkussen, dan heb je daar de volgende dag ook plezier van. Dit kussen van memory foam voorkomt vastzittende nek- en rugspieren. De 3D-ventilatieband zorgt weer voor een verkoelend effect. Zo pak jij een goede nachtrust. Bied nu mee en alvast welterusten!",https://www.vakantieveilingen.be/veilingen/producten/slapen/hoofdkussen-memory-foam-3d-ventilatieband/16914
Fiat Professional draadloze kettingzaag (15 cm zaagblad),Tuingereedschap,2,9,"Snoeien zónder met snoeren te stoeien. De Fiat Professional draadloze kettingzaag maakt tuinieren een stuk makkelijker en leuker. Het apparaat werkt op een oplaadbare accu, is licht van gewicht en met 1 hand te bedienen. Bovendien krijg je er een handige koffer bij. Bied je mee?",https://www.vakantieveilingen.be/veilingen/producten/tuingereedschap/fiat-professional-draadloze-kettingzaag/18929
Decoupeerzaag (350 W),Klussen,1,1,"Van gedetailleerde patronen uitsnijden tot complete meubelstukken maken; met de decoupeerzaag van Fachtools is dat zo gepiept. De zaag snijdt moeiteloos door hout, verschillende soorten metaal en kunststof heen. Of je nu een beginnende of juist ervaren klusser bent, maakt helemaal niets uit. Bieden!",https://www.vakantieveilingen.be/veilingen/producten/klussen/decoupeerzaag-fachtools-350-w/43148
Hyundai lichaamsanalyse-weegschaal met bluetooth en app,Elektronica,1,3,Afvallen of aankomen in spiermassa? Monitor je fitnessdoelen met behulp van deze handige weegschaal. Binnen een paar seconden zie je jouw meetwaarden op het scherm verschijnen en via de app check je jouw vooruitgang. Plaats snel het hoogste bod op de weegschaal en win de veiling.,https://www.vakantieveilingen.be/veilingen/producten/elektronica/hyundai-weegschaal-met-lichaamsanalyse/10018
6-delige steakmessenset van Berlinger Haus (zwart),Koken en tafelen,1,1,"Zet jij graag een malse biefstuk op tafel? Je snijdt 'm als boter met deze scherpe steakmessen van Berlinger Haus. Niet alleen vlees, maar ook kaas, tomaat, brood en pizza snijd je er moeiteloos mee. Wat een fijne aanvulling in jouw keukenla, deze stijlvolle messenset. Koop 'm nu met korting!",https://www.vakantieveilingen.be/veilingen/producten/koken-en-tafelen/steakmessen-6delig-zwart-rosegoud-berlinger-haus/45524
